2019;32;1;2019.08.07.;0;0 Ft;0;0 Ft;2;615 425 Ft;11;53 280 Ft;63;17 830 Ft;X;X;2;1;X;2;2;2;2;2;1;1;1;X
2019;31;2;2019.08.05.;0;0 Ft;0;0 Ft;0;0 Ft;32;20 150 Ft;307;4 025 Ft;1;X;X;1;1;2;1;1;1;2;2;2;1;X
2019;31;1;2019.08.02.;0;0 Ft;3;422 675 Ft;46;9 550 Ft;410;1 070 Ft;2218;380 Ft;X;1;1;1;1;1;1;2;X;X;2;1;1;1
2019;30;2;2019.07.28.;0;0 Ft;0;0 Ft;3;170 545 Ft;17;30 095 Ft;133;7 375 Ft;1;1;2;2;1;X;2;X;2;1;2;2;X;1
2019;30;1;2019.07.26.;18;284 040 Ft;21;105 280 Ft;430;1 475 Ft;3276;195 Ft;13374;90 Ft;1;1;1;1;X;1;X;1;1;1;2;1;1;1
2019;29;2;2019.07.22.;0;0 Ft;0;0 Ft;3;202 300 Ft;67;9 060 Ft;790;1 470 Ft;1;X;1;1;2;1;2;1;2;2;X;2;1;2
2019;29;1;2019.07.19.;0;0 Ft;0;0 Ft;12;34 795 Ft;159;2 625 Ft;1081;740 Ft;2;1;2;X;1;2;2;1;X;1;X;2;1;X
2019;28;2;2019.07.15.;1;9 385 310 Ft;1;1 083 875 Ft;3;270 970 Ft;59;13 780 Ft;533;2 925 Ft;1;1;1;1;1;1;1;1;X;2;1;2;2;1
2019;28;1;2019.07.12.;0;0 Ft;1;2 974 635 Ft;9;66 780 Ft;128;4 695 Ft;1134;1 015 Ft;1;2;X;X;2;X;2;1;1;2;1;2;1;X
2019;27;2;2019.07.08.;0;0 Ft;0;0 Ft;1;1 629 960 Ft;23;30 985 Ft;229;5 965 Ft;1;2;X;2;1;2;1;1;1;X;2;1;1;1
2019;27;1;2019.07.04.;0;0 Ft;0;0 Ft;0;0 Ft;7;49 955 Ft;161;4 165 Ft;X;2;2;X;2;X;X;2;1;2;1;2;1;1
2019;26;2;2019.06.30.;0;0 Ft;0;0 Ft;0;0 Ft;8;70 945 Ft;76;14 315 Ft;X;X;X;2;1;2;1;1;2;1;X;X;X;2
2019;26;1;2019.06.27.;2;445 190 Ft;4;96 260 Ft;28;10 315 Ft;236;1 225 Ft;1329;415 Ft;1;1;X;X;1;1;X;1;1;1;X;1;X;2
2019;25;2;2019.06.24.;78;26 910 Ft;156;5 820 Ft;2037;335 Ft;10711;185 Ft;24901;0 Ft;2;2;2;1;X;1;1;1;2;1;X;1;1;1
2019;25;1;2019.06.20.;1;4 923 860 Ft;1;2 129 235 Ft;24;21 005 Ft;339;1 485 Ft;2354;410 Ft;2;1;2;2;2;2;1;1;2;1;2;X;1;X
2019;24;2;2019.06.17.;0;0 Ft;0;0 Ft;20;34 960 Ft;153;4 570 Ft;1253;1 070 Ft;X;2;X;1;1;1;1;1;2;X;1;1;1;1
2019;24;1;2019.06.13.;0;0 Ft;0;0 Ft;9;43 740 Ft;168;2 345 Ft;1618;465 Ft;1;2;1;1;1;1;2;1;2;2;2;1;1;1
2019;23;2;2019.06.08.;11;1 241 030 Ft;426;9 900 Ft;5060;245 Ft;22556;160 Ft;51452;0 Ft;2;1;1;2;1;1;1;2;1;1;2;2;X;1
2019;23;1;2019.06.07.;0;0 Ft;0;0 Ft;24;28 715 Ft;299;2 305 Ft;2286;580 Ft;1;X;2;1;1;1;X;1;1;X;2;1;1;X
2019;22;2;2019.06.03.;0;0 Ft;0;0 Ft;1;773 155 Ft;7;110 450 Ft;149;9 945 Ft;2;2;1;1;X;X;1;X;1;2;2;2;X;1
2019;22;1;2019.05.31.;0;0 Ft;0;0 Ft;13;36 430 Ft;146;3 245 Ft;961;945 Ft;1;1;X;X;2;1;X;1;1;1;X;X;2;X
2019;21;2;2019.05.26.;0;0 Ft;4;421 435 Ft;129;9 800 Ft;1386;640 Ft;7562;225 Ft;2;2;X;2;2;1;2;1;X;1;1;1;1;1
2019;21;1;2019.05.24.;0;0 Ft;0;0 Ft;0;0 Ft;2;186 985 Ft;39;18 380 Ft;X;1;2;2;1;1;1;2;2;X;X;2;X;2
2019;20;2;2019.05.19.;4;2 322 945 Ft;6;248 930 Ft;158;7 090 Ft;1565;715 Ft;8095;265 Ft;1;2;1;2;1;1;1;1;2;X;1;1;X;1
2019;20;1;2019.05.16.;0;0 Ft;1;2 524 480 Ft;23;67 305 Ft;313;1 975 Ft;2386;495 Ft;1;1;2;1;1;1;2;X;1;2;2;X;X;2
2019;19;2;2019.05.12.;0;0 Ft;0;0 Ft;0;0 Ft;11;84 570 Ft;109;16 360 Ft;2;X;1;X;1;X;2;2;X;X;2;2;1;2
2019;19;1;2019.05.10.;0;0 Ft;0;0 Ft;2;172 685 Ft;14;24 670 Ft;72;9 195 Ft;1;2;2;X;1;2;1;X;1;1;1;2;X;2
2019;18;2;2019.05.05.;1;15 174 970 Ft;1;5 967 300 Ft;36;54 250 Ft;371;3 300 Ft;2383;985 Ft;1;X;1;1;X;X;1;X;1;2;X;X;1;X
2019;18;1;2019.05.03.;0;0 Ft;0;0 Ft;0;0 Ft;11;66 235 Ft;112;12 470 Ft;2;1;2;X;2;1;X;X;1;1;2;1;X;1
2019;17;2;2019.04.28.;0;0 Ft;0;0 Ft;1;1 162 155 Ft;17;68 360 Ft;116;19 200 Ft;1;X;2;X;1;1;2;X;X;1;X;2;2;1
2019;17;1;2019.04.24.;0;0 Ft;0;0 Ft;26;18 365 Ft;263;1 815 Ft;1810;505 Ft;2;1;2;1;2;X;1;2;2;2;1;X;1;2
2019;16;2;2019.04.20.;0;0 Ft;0;0 Ft;69;12 795 Ft;1220;725 Ft;7335;230 Ft;1;X;1;1;2;2;2;1;1;2;2;X;1;X
2019;16;1;2019.04.19.;0;0 Ft;2;297 425 Ft;25;17 845 Ft;306;1 460 Ft;2160;395 Ft;1;2;2;1;2;1;1;X;1;1;1;1;1;2
2019;15;2;2019.04.14.;45;64 845 Ft;66;19 120 Ft;2693;350 Ft;16230;170 Ft;37106;0 Ft;1;X;2;1;2;1;1;2;2;1;1;2;2;1
2019;15;1;2019.04.12.;1;10 088 050 Ft;1;899 500 Ft;10;67 465 Ft;129;5 230 Ft;1094;1 180 Ft;1;1;X;2;1;1;2;2;X;X;2;2;1;1
2019;14;2;2019.04.07.;0;0 Ft;1;2 206 060 Ft;28;40 155 Ft;409;2 750 Ft;2795;770 Ft;1;2;2;2;2;X;1;2;1;1;2;X;X;X
2019;14;1;2019.04.03.;0;0 Ft;0;0 Ft;1;530 270 Ft;4;132 565 Ft;46;22 095 Ft;1;2;2;2;1;X;2;1;1;1;X;2;X;1
2019;13;2;2019.03.31.;0;0 Ft;3;418 945 Ft;120;7 855 Ft;1576;600 Ft;9612;190 Ft;1;1;1;X;1;2;2;1;1;1;1;X;2;2
2019;13;1;2019.03.27.;2;615 320 Ft;3;177 390 Ft;40;9 980 Ft;477;835 Ft;2804;275 Ft;X;1;X;1;X;2;2;1;X;X;2;1;1;2
2019;12;2;2019.03.24.;28;84 820 Ft;121;8 490 Ft;2226;345 Ft;13044;170 Ft;34694;0 Ft;1;1;1;1;1;2;1;2;1;2;1;X;1;2
2019;12;1;2019.03.22.;25;311 765 Ft;392;3 335 Ft;3952;250 Ft;17160;165 Ft;40262;0 Ft;1;1;1;1;2;X;1;1;X;1;1;2;2;X
2019;11;2;2019.03.17.;0;0 Ft;1;1 359 895 Ft;9;113 325 Ft;92;11 085 Ft;709;2 755 Ft;2;X;1;2;2;1;1;1;1;2;1;1;1;2
2019;11;1;2019.03.15.;0;0 Ft;3;234 080 Ft;97;5 430 Ft;1037;510 Ft;5686;180 Ft;1;1;1;2;2;1;2;X;1;1;1;X;1;2
2019;10;2;2019.03.10.;6;1 168 750 Ft;9;240 840 Ft;201;8 090 Ft;2319;490 Ft;12408;175 Ft;2;X;1;1;X;1;2;1;2;1;2;1;X;X
2019;10;1;2019.03.08.;0;0 Ft;0;0 Ft;0;0 Ft;6;81 090 Ft;43;21 685 Ft;2;2;1;2;X;X;X;X;1;2;1;1;1;1
2019;9;2;2019.03.03.;3;1 055 800 Ft;6;228 280 Ft;149;6 895 Ft;1876;550 Ft;11129;175 Ft;2;2;1;2;1;2;X;1;1;X;1;1;1;2
2019;9;1;2019.02.27.;9;159 575 Ft;29;21 415 Ft;491;950 Ft;3173;145 Ft;10205;85 Ft;X;X;2;1;1;1;1;1;1;2;1;1;2;2
2019;8;2;2019.02.24.;19;1 529 005 Ft;95;48 485 Ft;2108;995 Ft;14595;145 Ft;48277;85 Ft;1;1;2;1;2;1;1;1;2;2;2;X;X;X
2019;8;1;2019.02.20.;0;0 Ft;0;0 Ft;18;75 330 Ft;266;5 095 Ft;2409;1 080 Ft;X;X;2;1;2;2;X;1;2;X;1;X;1;1
2019;7;2;2019.02.17.;0;0 Ft;3;1 065 835 Ft;62;25 990 Ft;746;2 160 Ft;5035;615 Ft;2;X;1;1;X;X;1;1;2;2;1;1;1;X
2019;7;1;2019.02.13.;0;0 Ft;0;0 Ft;5;157 375 Ft;80;9 835 Ft;713;2 115 Ft;2;1;2;1;X;X;X;1;1;1;1;1;2;1
2019;6;2;2019.02.10.;0;0 Ft;1;4 759 270 Ft;21;65 260 Ft;329;4 165 Ft;2822;930 Ft;X;2;X;2;X;X;1;1;1;X;2;2;1;1
2019;6;1;2019.02.07.;0;0 Ft;0;0 Ft;23;26 670 Ft;292;2 100 Ft;2184;540 Ft;X;2;2;1;X;1;1;1;X;2;1;2;1;X
2019;5;2;2019.02.03.;0;0 Ft;0;0 Ft;3;365 310 Ft;21;52 185 Ft;168;12 505 Ft;1;X;2;X;2;X;X;1;1;X;2;X;1;1
2019;5;1;2019.01.30.;0;0 Ft;0;0 Ft;1;489 660 Ft;21;23 315 Ft;171;5 490 Ft;1;1;1;1;1;2;1;X;1;1;X;X;1;1
2019;4;2;2019.01.27.;26;403 145 Ft;45;100 725 Ft;1031;1 340 Ft;7415;185 Ft;28056;95 Ft;1;1;2;2;X;1;2;1;2;2;X;X;1;2
2019;4;1;2019.01.24.;0;0 Ft;0;0 Ft;24;24 865 Ft;322;1 855 Ft;2385;480 Ft;2;X;1;2;1;2;2;2;1;2;1;1;1;1
2019;3;2;2019.01.20.;0;0 Ft;0;0 Ft;17;83 735 Ft;237;4 305 Ft;1835;1 065 Ft;1;1;1;2;X;X;X;2;1;2;2;2;1;1
2019;3;1;2019.01.17.;0;0 Ft;0;0 Ft;0;0 Ft;3;134 430 Ft;25;30 920 Ft;1;X;X;2;1;X;2;X;X;1;X;1;1;1
2019;2;2;2019.01.13.;106;164 120 Ft;183;41 110 Ft;2708;635 Ft;17272;290 Ft;58651;0 Ft;X;2;1;1;2;X;2;2;1;1;1;1;1;2
2019;2;1;2019.01.10.;0;0 Ft;0;0 Ft;3;240 535 Ft;20;36 080 Ft;232;5 960 Ft;1;1;1;X;2;X;2;1;1;1;X;1;X;1
2019;1;2;2019.01.06.;0;0 Ft;0;0 Ft;3;351 985 Ft;37;28 540 Ft;148;13 675 Ft;1;2;X;2;X;1;1;1;1;1;X;X;2;2
2019;1;1;2019.01.04.;0;0 Ft;0;0 Ft;2;329 505 Ft;18;36 610 Ft;228;5 540 Ft;2;X;X;2;X;2;1;1;1;1;1;2;X;1
2018;52;2;2018.12.30.;0;0 Ft;0;0 Ft;26;41 365 Ft;475;2 265 Ft;4406;470 Ft;X;2;X;2;2;1;1;1;2;2;1;2;2;1
2018;52;1;2018.12.26.;0;0 Ft;0;0 Ft;20;20 790 Ft;437;950 Ft;3308;240 Ft;1;1;1;1;2;X;2;X;2;2;1;1;1;1
2018;51;2;2018.12.22.;6;814 415 Ft;8;264 135 Ft;152;10 425 Ft;1474;750 Ft;8748;240 Ft;1;1;2;2;2;1;1;2;2;1;1;X;X;1
2018;51;1;2018.12.19.;0;0 Ft;0;0 Ft;0;0 Ft;8;60 290 Ft;98;9 435 Ft;1;1;X;1;2;X;X;X;X;2;X;2;1;2
2018;50;2;2018.12.16.;107;117 565 Ft;324;14 120 Ft;3599;340 Ft;17305;205 Ft;43465;0 Ft;1;2;X;X;1;1;1;1;1;2;2;1;1;1
2018;50;1;2018.12.12.;0;0 Ft;0;0 Ft;2;389 000 Ft;18;43 220 Ft;216;6 905 Ft;1;2;X;X;X;2;1;2;X;1;1;1;1;X
2018;49;2;2018.12.09.;0;0 Ft;0;0 Ft;15;63 405 Ft;218;4 365 Ft;1473;1 240 Ft;2;1;1;1;X;1;1;1;1;1;X;X;X;X
2018;49;1;2018.12.05.;0;0 Ft;0;0 Ft;1;483 835 Ft;24;20 160 Ft;239;3 880 Ft;1;1;1;2;X;1;1;1;2;X;X;1;1;X
2018;48;2;2018.12.02.;35;75 515 Ft;72;15 875 Ft;1000;855 Ft;6375;135 Ft;19552;85 Ft;1;2;2;X;1;2;1;1;1;X;1;1;1;X
2018;48;1;2018.11.29.;1;5 103 620 Ft;4;551 745 Ft;153;4 800 Ft;1792;410 Ft;10243;135 Ft;2;1;X;2;1;1;1;1;X;2;1;1;1;1
2018;47;2;2018.11.25.;0;0 Ft;0;0 Ft;2;460 275 Ft;91;10 115 Ft;992;1 780 Ft;X;1;X;2;X;1;1;X;1;1;X;X;X;X
2018;47;1;2018.11.21.;22;455 100 Ft;34;127 340 Ft;530;1 395 Ft;3986;185 Ft;14794;95 Ft;X;1;1;2;1;1;X;1;1;1;1;2;2;1
2018;46;2;2018.11.18.;0;0 Ft;0;0 Ft;44;20 510 Ft;579;1 560 Ft;3981;435 Ft;X;1;2;1;2;1;2;1;2;X;2;1;1;1
